==636== NVPROF is profiling process 636, command: python3 test.py
==636== Warning: Profiling results might be incorrect with current version of nvcc compiler used to compile cuda app. Compile with nvcc compiler 9.0 or later version to get correct profiling results. Ignore this warning if code is already compiled with the recommended nvcc version 
==636== Profiling application: python3 test.py
==636== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
6.73202s  1.6320us                    -               -         -         -         -  4.0000KB  2.3374GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73207s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73210s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73213s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73238s  253.70us                    -               -         -         -         -  2.0000MB  7.6987GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73279s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73284s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73288s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73293s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73296s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73344s  3.1823ms                    -               -         -         -         -  18.000MB  5.5237GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73741s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73746s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73752s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73755s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73759s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73784s  266.46us                    -               -         -         -         -  2.0000MB  7.3298GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73830s  1.4080us                    -               -         -         -         -  2.0000KB  1.3547GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73835s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73840s  1.4720us                    -               -         -         -         -  2.0000KB  1.2958GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73843s  1.4400us                    -               -         -         -         -  2.0000KB  1.3245GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73846s  1.1840us                    -               -         -         -         -        8B  6.4437MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.73889s  3.2246ms                    -               -         -         -         -  18.000MB  5.4512GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.74297s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.74303s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.74307s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.74312s  1.6640us                    -               -         -         -         -  4.0000KB  2.2925GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.74315s  1.2480us                    -               -         -         -         -        8B  6.1133MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.74357s  102.88us                    -               -         -         -         -  0.9961MB  9.4552GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.74380s  1.3120us                    -               -         -         -         -  0.9961KB  741.42MB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.76747s  1.2530ms                    -               -         -         -         -  10.220MB  7.9653GB/s    Pageable      Device  Tesla P100-PCIE         1         7  [CUDA memcpy HtoD]
6.76961s  47.904us                    -               -         -         -         -  10.220MB  208.34GB/s      Device      Device  Tesla P100-PCIE         1         7  [CUDA memcpy DtoD]
6.77360s  2.3040us                    -               -         -         -         -  10.500KB  4.3462GB/s      Device           -  Tesla P100-PCIE         1        21  [CUDA memset]
6.77361s  1.5360us                    -               -         -         -         -  10.500KB  6.5193GB/s      Device           -  Tesla P100-PCIE         1        22  [CUDA memset]
6.77362s  1.5680us                    -               -         -         -         -  10.500KB  6.3862GB/s      Device           -  Tesla P100-PCIE         1        23  [CUDA memset]
6.77362s  1.5680us                    -               -         -         -         -  10.500KB  6.3862GB/s      Device           -  Tesla P100-PCIE         1        24  [CUDA memset]
6.81373s  4.3200us            (233 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [6948]
6.81375s  527.62us           (6977 1 1)        (64 1 1)       128  10.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x32_relu_small_nn_v1 [6949]
6.81428s  3.4560us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [6953]
6.81466s  860.70us             (32 1 1)       (512 1 1)        40      144B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>, cudnnTensorStruct*, float const *, float const , cudnnTensorStruct*, cudnnTensorStruct*, cudnnTensorStruct**, float const *, float const *, float const *, cudnnTensorStruct*, cudnnTensorStruct*) [6989]
6.81552s  499.81us          (55815 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [7001]
6.81602s  425.89us          (55815 1 1)       (128 1 1)        16        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [7013]
6.81645s  616.13us          (55815 1 1)       (128 1 1)        17        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float>>, at::detail::Array<char*, int=3>>(int, float, float) [7021]
6.82241s  3.4560us            (233 1 1)       (256 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cask_cudnn::computeOffsetsKernel<bool=0, bool=0>(cask_cudnn::ComputeOffsetsParams) [7040]
6.82242s  508.58us           (6977 1 1)        (64 1 1)       128  10.250KB        0B         -           -           -           -  Tesla P100-PCIE         1         7  maxwell_scudnn_128x32_relu_small_nn_v1 [7041]
6.82293s  2.1440us              (1 1 1)       (128 1 1)        23        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void at::native::vectorized_elementwise_kernel<int=4, at::native::BUnaryFunctor<long, long, long, at::native::AddFunctor<long>>, at::detail::Array<char*, int=2>>(int, long, long) [7045]
6.82293s  852.99us             (32 1 1)       (512 1 1)        40      144B        0B         -           -           -           -  Tesla P100-PCIE         1         7  void cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>(cudnnTensorStruct, float const *, cudnn::bn_fw_tr_1C11_kernel_NCHW<float, float, int=512, bool=1, int=1>, cudnnTensorStruct*, float const *, float const , cudnnTensorStruct*, cudnnTensorStruct*, cudnnTensorStruct**, float const *, float const *, float const *, cudnnTensorStruct*, cudnnTensorStruct*) [7077]
6.82379s  496.26us          (55815 1 1)       (128 1 1)        21        0B        0B         -           -           -           -  Tesla P100-PCIE         1         7  _ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_15softplus_kernelERNS_18TensorIteratorBaseERKN3c106ScalarES7_ENKUlvE_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_ [7085]
